State Agency ID [District] 2017-18,Agency Name,State Name [District] Latest available year,Limited English Proficient (LEP) / English Language Learners (ELL) [District] 2017-18,Individualized Education Program Students [District] 2017-18,Direct Certification [Public School] 2017-18,Free Lunch Eligible [Public School] 2017-18,Reduced-price Lunch Eligible Students [Public School] 2017-18,Free and Reduced Lunch Students [Public School] 2017-18,Grades 1-8 Students [District] 2017-18,Grades 9-12 Students [District] 2017-18,Female Students [District] 2017-18,Male Students [District] 2017-18,Male Students [Public School] 2017-18,Female Students [Public School] 2017-18,American Indian/Alaska Native Students [District] 2017-18,Asian or Asian/Pacific Islander Students [District] 2017-18,Hispanic Students [District] 2017-18,Black Students [District] 2017-18,White Students [District] 2017-18,Hawaiian Nat./Pacific Isl. Students [District] 2017-18,Two or More Races Students [District] 2017-18,Total Race/Ethnicity [District] 2017-18,Asian or Asian/Pacific Islander Students [Public School] 2017-18,American Indian/Alaska Native Students [Public School] 2017-18,Hispanic Students [Public School] 2017-18,Black Students [Public School] 2017-18,White Students [Public School] 2017-18,Hawaiian Nat./Pacific Isl. Students [Public School] 2017-18,Two or More Races Students [Public School] 2017-18,Total Race/Ethnicity [Public School] 2017-18,State Name [District] 2017-18,Agency Name [District] 2017-18,Agency ID - NCES Assigned [District] Latest available year,County Name [District] 2017-18,County Number [District] 2017-18,Lowest Grade Offered [District] 2017-18,Highest Grade Offered [District] 2017-18,Agency Type [District] 2017-18,School District Level Code (SCHLEV) [District Finance] 2017-18,Full-Time Equivalent (FTE) Teachers [District] 2017-18,Full-Time Equivalent (FTE) Teachers [Public School] 2017-18,Pupil/Teacher Ratio [District] 2017-18,Pupil/Teacher Ratio [Public School] 2017-18,Total Staff [District] 2017-18,Instructional Aides [District] 2017-18,Instructional Coordinators [District] 2017-18,Elementary Guidance Counselors [District] 2017-18,Secondary Guidance Counselors [District] 2017-18,Other Guidance Counselors [District] 2017-18,Total Guidance Counselors [District] 2017-18,Librarians/Media Specialists [District] 2017-18,Library Media Support Staff [District] 2017-18,LEA Administrators [District] 2017-18,LEA Administrative Support Staff [District] 2017-18,School Administrators [District] 2017-18,School Administrative Support Staff [District] 2017-18,Student Support Services Staff [District] 2017-18,Other Support Services Staff [District] 2017-18,"Total Students, All Grades (Excludes AE) [District] 2017-18","Total Students, All Grades (Excludes AE) [Public School] 2017-18",Metro Micro Area Code [District] 2017-18,Urban-centric Locale [District] 2017-18,ANSI/FIPS State Code [District] Latest available year,CBSA ID [District] 2017-18,CSA ID [District] 2017-18,Supervisory Union (ID) Number [District] 2017-18,Congressional Code [District] 2017-18,Census ID (CENSUSID) [District Finance] 2017-18,LEA Charter Status [District] 2017-18,Agency Charter Status [District] 2017-18
888,OKEFENOKEE RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,Okefenokee RESA,1300021,Ware County,13299,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,10,NA,NA,NA,42.8,13,7,0,0,0,0,0,0,3.6,3,0,1.5,2,2.7,NA,NA,2-Micropolitan Area,33-Town: Remote,13,48180,NA,    ,1301,11514840100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,NA
710,PAULDING COUNTY,Georgia,588,4163,4668,9596,2340,11936,17959,9244,14324,15101,15101,14324,68,277,2746,6964,17899,36,1435,29425,277,68,2746,6964,17899,36,1435,29425,GEORGIA,Paulding County,1304020,Paulding County,13223,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,1818.7,1807.7,16.18,16.28,3331.6,343.9,67.5,22.5,42,0,64.5,33,32,18,33,96,111,116,598,29425,29425,1-Metropolitan Area,21-Suburb: Large,13,12060,122,    ,1314,11511000100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
711,PEACH COUNTY,Georgia,177,450,1345,3192,0,3192,2273,970,1786,1860,1860,1786,8,28,539,1845,1121,0,105,3646,28,8,539,1845,1121,0,105,3646,GEORGIA,Peach County,1304050,Peach County,13225,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,227.9,226,16,16.13,440.2,48,8.3,3,5,0,8,6,0,8.6,6,15.6,23,18,70.8,3646,3646,1-Metropolitan Area,41-Rural: Fringe,13,47580,356,    ,1302,11511100100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
784,PELHAM CITY,Georgia,25,185,739,1465,0,1465,894,422,718,747,747,718,0,14,79,821,523,0,28,1465,14,0,79,821,523,0,28,1465,GEORGIA,Pelham City,1304080,Mitchell County,13205,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,104.8,103.8,13.98,14.11,219.7,35.5,1.4,1,2,0,3,1,3,6.6,2,7.4,9.5,8,37.5,1465,1465,0-New England (NECTA) or not reported,41-Rural: Fringe,13,NA,NA,    ,1302,11510100100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
712,PICKENS COUNTY,Georgia,44,645,879,1815,438,2253,2606,1399,2098,2293,2293,2098,11,22,245,29,3992,0,92,4391,22,11,245,29,3992,0,92,4391,GEORGIA,Pickens County,1304110,Pickens County,13227,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,295.1,289.4,14.88,15.17,590.5,53.3,2.7,4,5,0,9,7,7,12.5,8,16.9,24,18,137,4391,4391,1-Metropolitan Area,41-Rural: Fringe,13,12060,122,    ,1309,11511200100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
713,PIERCE COUNTY,Georgia,107,422,1125,1816,299,2115,2207,1048,1765,1893,1893,1765,4,24,285,338,2898,4,105,3658,24,4,285,338,2898,4,105,3658,GEORGIA,Pierce County,1304140,Pierce County,13229,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,241.9,241.9,15.12,15.12,444.5,28.2,2.5,3,4,0,7,5,3,7.9,9,17,16,17.5,89.5,3658,3658,2-Micropolitan Area,41-Rural: Fringe,13,48180,NA,    ,1301,11511300100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
714,PIKE COUNTY,Georgia,12,298,630,1155,196,1351,1912,1147,1592,1765,1765,1592,3,13,58,263,2936,4,80,3357,13,3,58,263,2936,4,80,3357,GEORGIA,Pike County,1304170,Pike County,13231,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,202,202,16.62,16.62,412.5,52,4,2,5,0,7,3,5,6.5,5.5,14.5,15.5,9.5,88,3357,3357,1-Metropolitan Area,42-Rural: Distant,13,12060,122,    ,1303,11511400100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
854,PIONEER RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,Pioneer RESA,1300008,White County,13311,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,24.7,NA,NA,NA,101.2,26.2,7.9,0,2,0,2,0,0,11.4,8.6,0,5,3,12.4,NA,NA,0-New England (NECTA) or not reported,42-Rural: Distant,13,NA,NA,    ,1309,11515440100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,NA
715,POLK COUNTY,Georgia,612,1143,4030,6703,0,6703,4756,2187,3862,3975,3975,3862,14,35,1703,1091,4594,1,399,7837,35,14,1703,1091,4594,1,399,7837,GEORGIA,Polk County,1304200,Polk County,13233,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,514.6,483.3,15.23,16.22,930.8,106,2.7,6,7,0,13,10,4,8.4,10,26,37.5,40,158.6,7837,7837,2-Micropolitan Area,41-Rural: Fringe,13,16340,122,    ,1314,11511500200000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
716,PULASKI COUNTY,Georgia,33,168,588,1217,0,1217,778,364,642,689,689,642,4,14,94,548,627,2,42,1331,14,4,94,548,627,2,42,1331,GEORGIA,Pulaski County,1304220,Pulaski County,13235,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,92.5,85,14.39,15.66,195.6,23,2,1,2,0,3,1.8,1,6.5,4.3,5.5,7.5,5.3,43.2,1331,1331,1-Metropolitan Area,32-Town: Distant,13,47580,356,    ,1308,11511600100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
717,PUTNAM COUNTY,Georgia,148,454,1425,1995,244,2239,1825,763,1496,1442,1442,1496,2,19,404,1086,1311,0,116,2938,19,2,404,1086,1311,0,116,2938,GEORGIA,Putnam County,1304260,Putnam County,13237,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,223.1,205.1,13.17,14.32,462.5,57.5,9,3,3.9,0,6.9,4,2,8,4,7.5,13,18.5,109,2938,2938,0-New England (NECTA) or not reported,41-Rural: Fringe,13,NA,NA,    ,1310,11511700100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
718,QUITMAN COUNTY,Georgia,3,53,136,333,0,333,179,113,168,165,165,168,1,0,0,245,75,0,12,333,0,1,0,245,75,0,12,333,GEORGIA,Quitman County,1304290,Quitman County,13239,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,27,27,12.33,12.33,71.1,9,6.8,0,1,0,1,1,0,2.3,2,2,3,2.5,14.5,333,333,2-Micropolitan Area,32-Town: Distant,13,21640,NA,    ,1302,11511800100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
719,RABUN COUNTY,Georgia,122,296,583,1171,290,1461,1356,625,1105,1146,1146,1105,9,5,400,15,1778,0,44,2251,5,9,400,15,1778,0,44,2251,GEORGIA,Rabun County,1304320,Rabun County,13241,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,172.9,172.9,13.02,13.02,402.5,64.6,2.9,2,3,0,5,3,2,7.5,6,11.6,13,9,105,2251,2251,0-New England (NECTA) or not reported,41-Rural: Fringe,13,NA,NA,    ,1309,11511900100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
720,RANDOLPH COUNTY,Georgia,3,114,793,914,0,914,463,270,431,484,484,431,0,0,5,872,19,0,19,915,0,0,5,872,19,0,19,915,GEORGIA,Randolph County,1304350,Randolph County,13243,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,63,53,14.52,17.26,176.6,30,3,1,2,0,3,1.8,0,7.5,2,7.3,11,9.6,38.4,915,915,0-New England (NECTA) or not reported,32-Town: Distant,13,NA,NA,    ,1302,11512000100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
721,RICHMOND COUNTY,Georgia,425,3522,17257,29698,0,29698,18627,8544,15292,15558,15558,15292,53,226,1510,22725,5228,170,938,30850,226,53,1510,22725,5228,170,938,30850,GEORGIA,Richmond County,1304380,Richmond County,13245,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,1909.4,1882.1,16.16,16.39,4079.8,442.5,86.5,34,47,0,81,54,0,22,41,120.5,198,134.9,990,30850,30850,1-Metropolitan Area,12-City: Mid-size,13,12260,NA,    ,1312,11512100100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
722,ROCKDALE COUNTY,Georgia,659,1890,2880,9814,1583,11397,9977,5263,8250,8450,8450,8250,14,249,2540,11163,2136,46,552,16700,249,14,2540,11163,2136,46,552,16700,GEORGIA,Rockdale County,1304410,Rockdale County,13247,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,1227.3,1167.9,13.61,14.3,2423.7,306.6,61.5,12,26,0,38,20,0,18,22,88.1,87.5,92.8,461.9,16700,16700,1-Metropolitan Area,21-Suburb: Large,13,12060,122,    ,1304,11512200100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
785,ROME CITY,Georgia,755,708,3028,5141,196,5337,3872,1865,3128,3264,3264,3128,5,173,2152,2229,1572,3,258,6392,173,5,2152,2229,1572,3,258,6392,GEORGIA,Rome City,1304440,Floyd County,13115,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,418.1,413.9,15.29,15.44,738.3,78.3,20,6,7,0,13,9,1,9.3,6,22,29,33,99.6,6392,6392,1-Metropolitan Area,13-City: Small,13,40660,470,    ,1314,11505700200000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
625,SAVANNAH-CHATHAM COUNTY,Georgia,1233,4424,11831,18762,2069,20831,23745,9223,18577,18987,18987,18577,116,812,3193,21455,9991,56,1941,37564,812,116,3193,21455,9991,56,1941,37564,GEORGIA,Savannah-Chatham County,1301020,Chatham County,13051,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,2687,2636.4,13.98,14.25,5592,604.8,76.5,56,47,0,103,48.1,39,45.1,82.8,131.2,216,195.7,1362.8,37564,37564,1-Metropolitan Area,12-City: Mid-size,13,42340,496,    ,1301,11502500100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,2-All associated schools are charter and noncharter
723,SCHLEY COUNTY,Georgia,3,139,382,543,149,692,789,385,657,663,663,657,1,18,52,213,1016,1,19,1320,18,1,52,213,1016,1,19,1320,GEORGIA,Schley County,1304470,Schley County,13249,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,84.4,84.4,15.64,15.64,167.5,21.1,0.5,1,2,0,3,1.8,2.1,6.9,2.7,4.8,5.1,6.1,29,1320,1320,2-Micropolitan Area,42-Rural: Distant,13,11140,NA,    ,1302,11512300100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
724,SCREVEN COUNTY,Georgia,17,404,950,1487,369,1856,1415,638,1130,1216,1216,1130,3,16,66,1101,1095,1,64,2346,16,3,66,1101,1095,1,64,2346,GEORGIA,Screven County,1304500,Screven County,13251,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,162.7,159.6,14.42,14.7,340.7,43.3,5.4,2,2,0,4,2.5,2.7,6.1,3,9.8,12,12.3,76.9,2346,2346,0-New England (NECTA) or not reported,33-Town: Remote,13,NA,NA,    ,1312,11512400100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
725,SEMINOLE COUNTY,Georgia,12,125,611,1414,0,1414,902,430,741,761,761,741,0,15,35,617,778,0,57,1502,15,0,35,617,778,0,57,1502,GEORGIA,Seminole County,1304530,Seminole County,13253,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,104.4,104.4,14.39,14.39,214.6,25,1.2,1.7,2,0,3.7,2,0.5,3.9,1.5,4.5,8,5.2,54.7,1502,1502,0-New England (NECTA) or not reported,41-Rural: Fringe,13,NA,NA,    ,1302,11512500100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
786,SOCIAL CIRCLE CITY,Georgia,11,201,417,718,109,827,1075,534,863,921,921,863,1,24,70,384,1260,0,45,1784,24,1,70,384,1260,0,45,1784,GEORGIA,Social Circle City,1304540,Walton County,13297,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,109.4,109.5,16.31,16.29,222.6,28,4.4,1,2,0,3,3,3,6.8,2.5,8,7.5,9,38,1784,1784,1-Metropolitan Area,31-Town: Fringe,13,12060,122,    ,1310,11514780100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
884,SOUTHWEST GEORGIA RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,Southwest Georgia RESA,1300019,Mitchell County,13205,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,0,NA,NA,NA,21.8,0,8.7,0,0,0,0,0,0,3,1.3,0,1.8,3,4,NA,NA,0-New England (NECTA) or not reported,41-Rural: Fringe,13,NA,NA,    ,1302,11501940100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,NA
7830615,STATE CHARTER SCHOOLS II- GENESIS INNOVATION ACADEMY FOR BOY,GEORGIA,miss,10,45,58,15,73,190,NA,0,228,228,0,0,0,18,202,7,0,1,228,0,0,18,202,7,0,1,228,GEORGIA,State Charter Schools II- Genesis Innovation Academy for Boy,1300248,Fulton County,13121,Kindergarten,6th Grade,7-Independent Charter District,01-Elementary school system only,17.6,17.7,12.95,12.88,25.2,4,0,0,0,0,0,0,0,1,0,1.3,0.3,0,1,228,228,1-Metropolitan Area,11-City: Large,13,12060,122,    ,1305,NA,"Charter district which is an LEA for programs authorized under IDEA, ESEA and Perkins",1-All associated schools are charter schools
7830616,STATE CHARTER SCHOOLS II- GENESIS INNOVATION ACADEMY FOR GIR,GEORGIA,miss,4,48,14,22,36,146,NA,172,0,0,172,0,0,7,162,3,0,0,172,0,0,7,162,3,0,0,172,GEORGIA,State Charter Schools II- Genesis Innovation Academy for Gir,1300244,Fulton County,13121,Kindergarten,6th Grade,7-Independent Charter District,01-Elementary school system only,17.7,17.7,9.72,9.72,24.5,3,0,0,0,0,0,0,0,1,0,1.3,0.5,0,1,172,172,1-Metropolitan Area,11-City: Large,13,12060,122,    ,1305,NA,"Charter district which is an LEA for programs authorized under IDEA, ESEA and Perkins",1-All associated schools are charter schools
7830619,STATE CHARTER SCHOOLS II- INTERNATIONAL ACADEMY OF SMYRNA,GEORGIA,65,21,92,240,100,340,475,NA,286,268,268,286,1,9,101,405,10,0,28,554,9,1,101,405,10,0,28,554,GEORGIA,State Charter Schools II- International Academy of Smyrna,1300249,Cobb County,13067,Kindergarten,6th Grade,7-Independent Charter District,01-Elementary school system only,36,36,15.39,15.39,44,3,1,1,0,0,1,1,0,0.5,0,1.5,0,0,0,554,554,1-Metropolitan Area,21-Suburb: Large,13,12060,122,    ,1313,NA,"Charter district which is an LEA for programs authorized under IDEA, ESEA and Perkins",1-All associated schools are charter schools
7830617,STATE CHARTER SCHOOLS II- RESURGENCE HALL CHARTER SCHOOL,GEORGIA,miss,4,28,64,12,76,36,NA,58,57,57,58,0,0,2,112,1,0,0,115,0,0,2,112,1,0,0,115,GEORGIA,State Charter Schools II- Resurgence Hall Charter School,1300247,Fulton County,13121,6th Grade,6th Grade,7-Independent Charter District,01-Elementary school system only,7,7,16.43,16.43,8,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,115,115,1-Metropolitan Area,21-Suburb: Large,13,12060,122,    ,1305,NA,"Charter district which is an LEA for programs authorized under IDEA, ESEA and Perkins",1-All associated schools are charter schools
7830618,STATE CHARTER SCHOOLS II- SAIL CHARTER ACADEMY - SCHOOL FOR,GEORGIA,miss,23,3,46,15,61,358,NA,271,159,159,271,1,12,36,74,293,4,10,430,12,1,36,74,293,4,10,430,GEORGIA,State Charter Schools II- SAIL Charter Academy - School for,1300245,Columbia County,13073,Kindergarten,6th Grade,7-Independent Charter District,01-Elementary school system only,27.4,27.5,15.69,15.64,50.2,8,0,0,0,0,0,0,0,4,0,1,2,3,4.8,430,430,1-Metropolitan Area,21-Suburb: Large,13,12260,NA,    ,1312,NA,"Charter district which is an LEA for programs authorized under IDEA, ESEA and Perkins",1-All associated schools are charter schools
7820212,STATE CHARTER SCHOOLS- CHEROKEE CHARTER ACADEMY,Georgia,52,103,40,83,40,123,746,NA,425,422,422,425,1,16,69,141,593,0,27,847,16,1,69,141,593,0,27,847,GEORGIA,State Charter Schools- Cherokee Charter Academy,1300230,Cherokee County,13057,Kindergarten,8th Grade,7-Independent Charter District,01-Elementary school system only,58.3,58.3,14.53,14.53,98.6,14,0.3,1,0,0,1,0,0,1.5,0,1.5,5,5,12,847,847,1-Metropolitan Area,21-Suburb: Large,13,12060,122,    ,1311,NA,"Charter district which is an LEA for programs authorized under IDEA, ESEA and Perkins",1-All associated schools are charter schools
7820618,STATE CHARTER SCHOOLS- COASTAL PLAINS CHARTER HIGH SCHOOL -,GEORGIA,9,78,3,207,20,227,NA,644,316,328,328,316,0,2,62,206,361,2,11,644,2,0,62,206,361,2,11,644,GEORGIA,State Charter Schools- Coastal Plains Charter High School -,1300246,Candler County,13043,9th Grade,12th Grade,7-Independent Charter District,02-Secondary school system only,17.6,17.6,36.59,36.59,48.4,5.5,7.8,0,2.8,0,2.8,0,0,1.7,0,0.2,1.8,3.6,7.4,644,644,0-New England (NECTA) or not reported,33-Town: Remote,13,NA,NA,    ,1312,NA,"Charter district which is an LEA for programs authorized under IDEA, ESEA and Perkins",1-All associated schools are charter schools
7820617,STATE CHARTER SCHOOLS- DUBOIS INTEGRITY ACADEMY I,GEORGIA,21,74,325,miss,miss,3,564,NA,350,346,346,350,1,5,2,680,2,2,4,696,5,1,2,680,2,2,4,696,GEORGIA,State Charter Schools- Dubois Integrity Academy I,1300237,Clayton County,13063,Kindergarten,5th Grade,7-Independent Charter District,01-Elementary school system only,44.5,44.5,15.64,15.64,63,8,0.5,0,0,0,0,0,0,2.5,2,1,0,2,2.5,696,696,1-Metropolitan Area,21-Suburb: Large,13,12060,122,    ,1313,NA,"Charter district which is an LEA for programs authorized under IDEA, ESEA and Perkins",1-All associated schools are charter schools
7820613,STATE CHARTER SCHOOLS- FOOTHILLS CHARTER HIGH SCHOOL (MADISO,GEORGIA,19,192,3,400,38,438,NA,1258,577,681,681,577,1,12,130,409,674,2,30,1258,12,1,130,409,674,2,30,1258,GEORGIA,State Charter Schools- Foothills Charter High School (Madiso,1300235,Madison County,13195,9th Grade,12th Grade,7-Independent Charter District,02-Secondary school system only,40.1,40.1,31.37,31.37,110.7,10.3,13.8,0,4.6,0,4.6,0,0,1.5,1,0.2,19.8,3.8,15.6,1258,1258,1-Metropolitan Area,42-Rural: Distant,13,12020,122,    ,1309,NA,"Charter district which is an LEA for programs authorized under IDEA, ESEA and Perkins",1-All associated schools are charter schools
7820412,STATE CHARTER SCHOOLS- GEORGIA CONNECTIONS ACADEMY,Georgia,21,426,958,801,322,1123,2034,1765,2091,1794,1794,2091,15,76,308,1343,1931,2,210,3885,76,15,308,1343,1931,2,210,3885,GEORGIA,State Charter Schools- Georgia Connections Academy,1300227,Gwinnett County,13135,Kindergarten,12th Grade,7-Independent Charter District,03-Elementary/secondary school system,107.1,107.1,36.27,36.27,138.2,0,2.3,3,7,0,10,0,0,4,0,3.8,9,2,0,3885,3885,1-Metropolitan Area,21-Suburb: Large,13,12060,122,    ,1307,NA,"Charter district which is an LEA for programs authorized under IDEA, ESEA and Perkins",1-All associated schools are charter schools
7820120,STATE CHARTER SCHOOLS- GEORGIA CYBER ACADEMY,GEORGIA,105,1885,3,7581,2045,9626,8161,5551,7396,6890,6890,7396,47,273,1158,5088,6799,24,897,14286,273,47,1158,5088,6799,24,897,14286,GEORGIA,State Charter Schools- Georgia Cyber Academy,1300232,Clayton County,13063,Kindergarten,12th Grade,7-Independent Charter District,03-Elementary/secondary school system,386,386,37.01,37.01,591.5,39,53,1,21,0,22,0,0,10,11,12,6,40.5,12,14286,14286,1-Metropolitan Area,21-Suburb: Large,13,12060,122,    ,1305,NA,"Charter district which is an LEA for programs authorized under IDEA, ESEA and Perkins",1-All associated schools are charter schools
7820616,STATE CHARTER SCHOOLS- GEORGIA SCHOOL FOR INNOVATION AND THE,GEORGIA,3,69,3,miss,miss,3,659,NA,367,355,355,367,3,0,36,139,509,5,30,722,0,3,36,139,509,5,30,722,GEORGIA,State Charter Schools- Georgia School for Innovation and the,1300238,Richmond County,13245,Kindergarten,8th Grade,7-Independent Charter District,01-Elementary school system only,47.4,47.4,15.23,15.23,70.5,14,1,0,0,0,0,0,0,1.6,0,2.5,3,0,1,722,722,1-Metropolitan Area,41-Rural: Fringe,13,12260,NA,    ,1312,NA,"Charter district which is an LEA for programs authorized under IDEA, ESEA and Perkins",1-All associated schools are charter schools
7820614,STATE CHARTER SCHOOLS- INTERNATIONAL CHARTER SCHOOL OF ATLAN,GEORGIA,47,29,3,7,0,7,515,NA,364,273,273,364,4,44,111,178,250,0,50,637,44,4,111,178,250,0,50,637,GEORGIA,State Charter Schools- International Charter School of Atlan,1300234,Fulton County,13121,Kindergarten,6th Grade,7-Independent Charter District,01-Elementary school system only,44,44,14.48,14.48,82.5,15,1,1.8,0.2,0,2,0,0,2.3,1,2.7,4,2,8.5,637,637,1-Metropolitan Area,13-City: Small,13,12060,122,    ,1306,NA,"Charter district which is an LEA for programs authorized under IDEA, ESEA and Perkins",1-All associated schools are charter schools
7820612,STATE CHARTER SCHOOLS- IVY PREP ACADEMY AT KIRKWOOD FOR GIR,Georgia,miss,24,120,325,50,375,466,NA,512,0,0,512,0,2,12,497,0,0,1,512,2,0,12,497,0,0,1,512,GEORGIA,State Charter Schools- Ivy Prep Academy at Kirkwood for Gir,1300226,DeKalb County,13089,Kindergarten,8th Grade,7-Independent Charter District,01-Elementary school system only,34.5,34.5,14.84,14.84,77.1,4,3.5,0.5,0.5,0,1,0,0,3.5,1.5,3,3.1,5,18,512,512,1-Metropolitan Area,21-Suburb: Large,13,12060,122,    ,1305,NA,"Charter district which is an LEA for programs authorized under IDEA, ESEA and Perkins",1-All associated schools are charter schools
7820108,STATE CHARTER SCHOOLS- MOUNTAIN EDUCATION CENTER SCHOOL,Georgia,61,316,79,1141,185,1326,NA,2237,1064,1173,1173,1064,2,8,333,83,1775,1,35,2237,8,2,333,83,1775,1,35,2237,GEORGIA,State Charter Schools- Mountain Education Center School,1300214,White County,13311,9th Grade,12th Grade,7-Independent Charter District,02-Secondary school system only,92.6,92.6,24.16,24.16,197.1,18.8,0.2,0,8.3,0,8.3,0,0,11.7,7.6,0.5,25,11.7,20.7,2237,2237,0-New England (NECTA) or not reported,32-Town: Distant,13,NA,NA,    ,1309,NA,"Charter district which is an LEA for programs authorized under IDEA, ESEA and Perkins",1-All associated schools are charter schools
7820110,STATE CHARTER SCHOOLS- ODYSSEY SCHOOL,Georgia,13,48,39,107,43,150,320,NA,164,194,194,164,0,4,35,113,182,0,24,358,4,0,35,113,182,0,24,358,GEORGIA,State Charter Schools- Odyssey School,1300023,Coweta County,13077,Kindergarten,8th Grade,7-Independent Charter District,01-Elementary school system only,31.3,31.2,11.44,11.47,60.5,13.9,1,0.5,0.5,0,1,0.5,0,3.2,1.3,1,2,1.5,3.8,358,358,1-Metropolitan Area,21-Suburb: Large,13,12060,122,    ,1303,NA,"Charter district which is an LEA for programs authorized under IDEA, ESEA and Perkins",1-All associated schools are charter schools
